event_id,event_time,ccy_couple,rate
288230383844089658,1708466370136,AUDAFN,1.08078
288230383844089664,1708466370139,AUDAFN,0.6549
288230383844089668,1708466370139,AUDAFN,0.85619
288230383844089674,1708466370140,AUDAFN,1.2623
288230383844089716,1708466370236,AUDAFN,1.08079
288230383844089728,1708466370239,AUDAFN,0.6549
288230383844089730,1708466370239,AUDAFN,0.8562
288230383844089734,1708466370240,AUDAFN,1.2623
288230383844089774,1708466370336,AUDAFN,1.08078
288230383844089780,1708466370339,AUDAFN,0.85619
288230383844089786,1708466370340,AUDAFN,1.2623
288230383844089806,1708466370347,AUDAFN,0.6549
288230383844089826,1708466370439,AUDAFN,0.85619
288230383844089832,1708466370440,AUDAFN,1.2623
288230383844089590,1708466370036,AUDALL,1.08079
288230383844089594,1708466370038,AUDALL,0.61642
288230383844089598,1708466370039,AUDALL,0.6549
288230383844089602,1708466370039,AUDALL,0.85619
288230383844089608,1708466370040,AUDALL,1.2623
288230383844089658,1708466370136,AUDALL,1.08078
288230383844089664,1708466370139,AUDALL,0.6549
288230383844089668,1708466370139,AUDALL,0.85619
288230383844089674,1708466370140,AUDALL,1.2623
288230383844089716,1708466370236,AUDALL,1.08079
288230383844089728,1708466370239,AUDALL,0.6549
288230383844089730,1708466370239,AUDALL,0.8562
288230383844089734,1708466370240,AUDALL,1.2623
288230383844089774,1708466370336,AUDALL,1.08078
288230383844089780,1708466370339,AUDALL,0.85619
288230383844089786,1708466370340,AUDALL,1.2623
288230383844089806,1708466370347,AUDALL,0.6549
288230383844089826,1708466370439,AUDALL,0.85619
288230383844089832,1708466370440,AUDALL,1.2623
288230383844089590,1708466370036,AUDDZD,1.08079
288230383844089594,1708466370038,AUDDZD,0.61642
288230383844089598,1708466370039,AUDDZD,0.6549
288230383844089602,1708466370039,AUDDZD,0.85619
288230383844089608,1708466370040,AUDDZD,1.2623
288230383844089658,1708466370136,AUDDZD,1.08078
288230383844089664,1708466370139,AUDDZD,0.6549
288230383844089668,1708466370139,AUDDZD,0.85619
288230383844089674,1708466370140,AUDDZD,1.2623
288230383844089716,1708466370236,AUDDZD,1.08079
288230383844089728,1708466370239,AUDDZD,0.6549
288230383844089730,1708466370239,AUDDZD,0.8562
288230383844089734,1708466370240,AUDDZD,1.2623
288230383844089774,1708466370336,AUDDZD,1.08078
288230383844089780,1708466370339,AUDDZD,0.85619
288230383844089786,1708466370340,AUDDZD,1.2623
288230383844089806,1708466370347,AUDDZD,0.6549
288230383844089826,1708466370439,AUDDZD,0.85619
288230383844089832,1708466370440,AUDDZD,1.2623
288230383844089590,1708466370036,AUDAOA,1.08079
288230383844089594,1708466370038,AUDAOA,0.61642
288230383844089598,1708466370039,AUDAOA,0.6549
288230383844089602,1708466370039,AUDAOA,0.85619
288230383844089608,1708466370040,AUDAOA,1.2623
288230383844089658,1708466370136,AUDAOA,1.08078
288230383844089664,1708466370139,AUDAOA,0.6549
288230383844089668,1708466370139,AUDAOA,0.85619
288230383844089674,1708466370140,AUDAOA,1.2623
288230383844089716,1708466370236,AUDAOA,1.08079
288230383844089728,1708466370239,AUDAOA,0.6549
288230383844089730,1708466370239,AUDAOA,0.8562
288230383844089734,1708466370240,AUDAOA,1.2623
288230383844089774,1708466370336,AUDAOA,1.08078
288230383844089780,1708466370339,AUDAOA,0.85619
288230383844089786,1708466370340,AUDAOA,1.2623
288230383844089806,1708466370347,AUDAOA,0.6549
288230383844089826,1708466370439,AUDAOA,0.85619
288230383844089832,1708466370440,AUDAOA,1.2623
288230383844089590,1708466370036,AUDARS,1.08079
288230383844089594,1708466370038,AUDARS,0.61642
288230383844089598,1708466370039,AUDARS,0.6549
288230383844089602,1708466370039,AUDARS,0.85619
288230383844089608,1708466370040,AUDARS,1.2623
288230383844089658,1708466370136,AUDARS,1.08078
288230383844089664,1708466370139,AUDARS,0.6549
288230383844089668,1708466370139,AUDARS,0.85619
288230383844089674,1708466370140,AUDARS,1.2623
288230383844089716,1708466370236,AUDARS,1.08079
288230383844089728,1708466370239,AUDARS,0.6549
288230383844089730,1708466370239,AUDARS,0.8562
288230383844089734,1708466370240,AUDARS,1.2623
288230383844089774,1708466370336,AUDARS,1.08078
288230383844089780,1708466370339,AUDARS,0.85619
288230383844089786,1708466370340,AUDARS,1.2623
288230383844089806,1708466370347,AUDARS,0.6549
288230383844089826,1708466370439,AUDARS,0.85619
288230383844089832,1708466370440,AUDARS,1.2623
288230383844089590,1708466370036,AUDAMD,1.08079
288230383844089594,1708466370038,AUDAMD,0.61642
288230383844089598,1708466370039,AUDAMD,0.6549
288230383844089602,1708466370039,AUDAMD,0.85619
288230383844089608,1708466370040,AUDAMD,1.2623
288230383844089658,1708466370136,AUDAMD,1.08078
288230383844089664,1708466370139,AUDAMD,0.6549
288230383844089668,1708466370139,AUDAMD,0.85619
288230383844089674,1708466370140,AUDAMD,1.2623
288230383844089716,1708466370236,AUDAMD,1.08079
288230383844089728,1708466370239,AUDAMD,0.6549
288230383844089730,1708466370239,AUDAMD,0.8562
288230383844089734,1708466370240,AUDAMD,1.2623
288230383844089774,1708466370336,AUDAMD,1.08078
288230383844089780,1708466370339,AUDAMD,0.85619
288230383844089786,1708466370340,AUDAMD,1.2623
288230383844089806,1708466370347,AUDAMD,0.6549
288230383844089826,1708466370439,AUDAMD,0.85619
288230383844089832,1708466370440,AUDAMD,1.2623
288230383844089590,1708466370036,AUDAWG,1.08079
288230383844089594,1708466370038,AUDAWG,0.61642
288230383844089598,1708466370039,AUDAWG,0.6549
288230383844089602,1708466370039,AUDAWG,0.85619
288230383844089608,1708466370040,AUDAWG,1.2623
288230383844089658,1708466370136,AUDAWG,1.08078
288230383844089664,1708466370139,AUDAWG,0.6549
288230383844089668,1708466370139,AUDAWG,0.85619
288230383844089674,1708466370140,AUDAWG,1.2623
288230383844089716,1708466370236,AUDAWG,1.08079
288230383844089728,1708466370239,AUDAWG,0.6549
288230383844089730,1708466370239,AUDAWG,0.8562
288230383844089734,1708466370240,AUDAWG,1.2623
288230383844089774,1708466370336,AUDAWG,1.08078
288230383844089780,1708466370339,AUDAWG,0.85619
288230383844089786,1708466370340,AUDAWG,1.2623
288230383844089806,1708466370347,AUDAWG,0.6549
288230383844089826,1708466370439,AUDAWG,0.85619
288230383844089832,1708466370440,AUDAWG,1.2623
288230383844089590,1708466370036,AUDAZN,1.08079
288230383844089594,1708466370038,AUDAZN,0.61642
288230383844089598,1708466370039,AUDAZN,0.6549
288230383844089602,1708466370039,AUDAZN,0.85619
288230383844089608,1708466370040,AUDAZN,1.2623
288230383844089658,1708466370136,AUDAZN,1.08078
288230383844089664,1708466370139,AUDAZN,0.6549
288230383844089668,1708466370139,AUDAZN,0.85619
288230383844089674,1708466370140,AUDAZN,1.2623
288230383844089716,1708466370236,AUDAZN,1.08079
288230383844089728,1708466370239,AUDAZN,0.6549
288230383844089730,1708466370239,AUDAZN,0.8562
288230383844089734,1708466370240,AUDAZN,1.2623
288230383844089774,1708466370336,AUDAZN,1.08078
288230383844089780,1708466370339,AUDAZN,0.85619
288230383844089786,1708466370340,AUDAZN,1.2623
288230383844089806,1708466370347,AUDAZN,0.6549
288230383844089826,1708466370439,AUDAZN,0.85619
288230383844089832,1708466370440,AUDAZN,1.2623
288230383844089590,1708466370036,AUDBSD,1.08079
288230383844089594,1708466370038,AUDBSD,0.61642
288230383844089598,1708466370039,AUDBSD,0.6549
288230383844089602,1708466370039,AUDBSD,0.85619
288230383844089608,1708466370040,AUDBSD,1.2623
288230383844089658,1708466370136,AUDBSD,1.08078
288230383844089664,1708466370139,AUDBSD,0.6549
288230383844089668,1708466370139,AUDBSD,0.85619
288230383844089674,1708466370140,AUDBSD,1.2623
288230383844089716,1708466370236,AUDBSD,1.08079
288230383844089728,1708466370239,AUDBSD,0.6549
288230383844089730,1708466370239,AUDBSD,0.8562
288230383844089734,1708466370240,AUDBSD,1.2623
288230383844089774,1708466370336,AUDBSD,1.08078
288230383844089780,1708466370339,AUDBSD,0.85619
288230383844089786,1708466370340,AUDBSD,1.2623
288230383844089806,1708466370347,AUDBSD,0.6549
288230383844089826,1708466370439,AUDBSD,0.85619
288230383844089832,1708466370440,AUDBSD,1.2623
288230383844089590,1708466370036,AUDBHD,1.08079
288230383844089594,1708466370038,AUDBHD,0.61642
288230383844089598,1708466370039,AUDBHD,0.6549
288230383844089602,1708466370039,AUDBHD,0.85619
288230383844089608,1708466370040,AUDBHD,1.2623
288230383844089658,1708466370136,AUDBHD,1.08078
288230383844089664,1708466370139,AUDBHD,0.6549
288230383844089668,1708466370139,AUDBHD,0.85619
288230383844089674,1708466370140,AUDBHD,1.2623
288230383844089716,1708466370236,AUDBHD,1.08079
288230383844089728,1708466370239,AUDBHD,0.6549
288230383844089730,1708466370239,AUDBHD,0.8562
288230383844089734,1708466370240,AUDBHD,1.2623
288230383844089774,1708466370336,AUDBHD,1.08078
288230383844089780,1708466370339,AUDBHD,0.85619
288230383844089786,1708466370340,AUDBHD,1.2623
288230383844089806,1708466370347,AUDBHD,0.6549
288230383844089826,1708466370439,AUDBHD,0.85619
288230383844089832,1708466370440,AUDBHD,1.2623
288230383844089590,1708466370036,AUDBDT,1.08079
288230383844089594,1708466370038,AUDBDT,0.61642
288230383844089598,1708466370039,AUDBDT,0.6549
288230383844089602,1708466370039,AUDBDT,0.85619
288230383844089608,1708466370040,AUDBDT,1.2623
288230383844089658,1708466370136,AUDBDT,1.08078
288230383844089664,1708466370139,AUDBDT,0.6549
288230383844089668,1708466370139,AUDBDT,0.85619
288230383844089674,1708466370140,AUDBDT,1.2623
288230383844089716,1708466370236,AUDBDT,1.08079
288230383844089728,1708466370239,AUDBDT,0.6549
288230383844089730,1708466370239,AUDBDT,0.8562
288230383844089734,1708466370240,AUDBDT,1.2623
288230383844089774,1708466370336,AUDBDT,1.08078
288230383844089780,1708466370339,AUDBDT,0.85619
288230383844089786,1708466370340,AUDBDT,1.2623
288230383844089806,1708466370347,AUDBDT,0.6549
288230383844089826,1708466370439,AUDBDT,0.85619
288230383844089832,1708466370440,AUDBDT,1.2623
288230383844089590,1708466370036,AUDBBD,1.08079
288230383844089594,1708466370038,AUDBBD,0.61642
288230383844089598,1708466370039,AUDBBD,0.6549
288230383844089602,1708466370039,AUDBBD,0.85619
288230383844089608,1708466370040,AUDBBD,1.2623
288230383844089658,1708466370136,AUDBBD,1.08078
288230383844089664,1708466370139,AUDBBD,0.6549
288230383844089668,1708466370139,AUDBBD,0.85619
288230383844089674,1708466370140,AUDBBD,1.2623
288230383844089716,1708466370236,AUDBBD,1.08079
288230383844089728,1708466370239,AUDBBD,0.6549
288230383844089730,1708466370239,AUDBBD,0.8562
288230383844089734,1708466370240,AUDBBD,1.2623
288230383844089774,1708466370336,AUDBBD,1.08078
288230383844089780,1708466370339,AUDBBD,0.85619
288230383844089786,1708466370340,AUDBBD,1.2623
288230383844089806,1708466370347,AUDBBD,0.6549
288230383844089826,1708466370439,AUDBBD,0.85619
288230383844089832,1708466370440,AUDBBD,1.2623
288230383844089590,1708466370036,AUDBYN,1.08079
288230383844089594,1708466370038,AUDBYN,0.61642
288230383844089598,1708466370039,AUDBYN,0.6549
288230383844089602,1708466370039,AUDBYN,0.85619
288230383844089608,1708466370040,AUDBYN,1.2623
288230383844089658,1708466370136,AUDBYN,1.08078
288230383844089664,1708466370139,AUDBYN,0.6549
288230383844089668,1708466370139,AUDBYN,0.85619
288230383844089674,1708466370140,AUDBYN,1.2623
288230383844089716,1708466370236,AUDBYN,1.08079
288230383844089728,1708466370239,AUDBYN,0.6549
288230383844089730,1708466370239,AUDBYN,0.8562
288230383844089734,1708466370240,AUDBYN,1.2623
288230383844089774,1708466370336,AUDBYN,1.08078
288230383844089780,1708466370339,AUDBYN,0.85619
288230383844089786,1708466370340,AUDBYN,1.2623
288230383844089806,1708466370347,AUDBYN,0.6549
288230383844089826,1708466370439,AUDBYN,0.85619
288230383844089832,1708466370440,AUDBYN,1.2623
288230383844089590,1708466370036,AUDEUR,1.08079
288230383844089594,1708466370038,AUDEUR,0.61642
288230383844089598,1708466370039,AUDEUR,0.6549
288230383844089602,1708466370039,AUDEUR,0.85619
288230383844089608,1708466370040,AUDEUR,1.2623
288230383844089658,1708466370136,AUDEUR,1.08078
288230383844089664,1708466370139,AUDEUR,0.6549
288230383844089668,1708466370139,AUDEUR,0.85619
288230383844089674,1708466370140,AUDEUR,1.2623
288230383844089716,1708466370236,AUDEUR,1.08079
288230383844089728,1708466370239,AUDEUR,0.6549
288230383844089730,1708466370239,AUDEUR,0.8562
288230383844089734,1708466370240,AUDEUR,1.2623
288230383844089774,1708466370336,AUDEUR,1.08078
288230383844089780,1708466370339,AUDEUR,0.85619
288230383844089786,1708466370340,AUDEUR,1.2623
288230383844089806,1708466370347,AUDEUR,0.6549
288230383844089826,1708466370439,AUDEUR,0.85619
288230383844089832,1708466370440,AUDEUR,1.2623
288230383844089590,1708466370036,AUDBZD,1.08079
288230383844089594,1708466370038,AUDBZD,0.61642
288230383844089598,1708466370039,AUDBZD,0.6549
288230383844089602,1708466370039,AUDBZD,0.85619
288230383844089608,1708466370040,AUDBZD,1.2623
288230383844089658,1708466370136,AUDBZD,1.08078
288230383844089664,1708466370139,AUDBZD,0.6549
288230383844089668,1708466370139,AUDBZD,0.85619
288230383844089674,1708466370140,AUDBZD,1.2623
288230383844089716,1708466370236,AUDBZD,1.08079
288230383844089728,1708466370239,AUDBZD,0.6549
288230383844089730,1708466370239,AUDBZD,0.8562
288230383844089734,1708466370240,AUDBZD,1.2623
288230383844089774,1708466370336,AUDBZD,1.08078
288230383844089780,1708466370339,AUDBZD,0.85619
288230383844089786,1708466370340,AUDBZD,1.2623
288230383844089806,1708466370347,AUDBZD,0.6549
288230383844089826,1708466370439,AUDBZD,0.85619
288230383844089832,1708466370440,AUDBZD,1.2623
288230383844089590,1708466370036,AUDXOF,1.08079
288230383844089594,1708466370038,AUDXOF,0.61642
288230383844089598,1708466370039,AUDXOF,0.6549
288230383844089602,1708466370039,AUDXOF,0.85619
288230383844089608,1708466370040,AUDXOF,1.2623
288230383844089658,1708466370136,AUDXOF,1.08078
288230383844089664,1708466370139,AUDXOF,0.6549
288230383844089668,1708466370139,AUDXOF,0.85619
288230383844089674,1708466370140,AUDXOF,1.2623
288230383844089716,1708466370236,AUDXOF,1.08079
288230383844089728,1708466370239,AUDXOF,0.6549
288230383844089730,1708466370239,AUDXOF,0.8562
288230383844089734,1708466370240,AUDXOF,1.2623
288230383844089774,1708466370336,AUDXOF,1.08078
288230383844089780,1708466370339,AUDXOF,0.85619
288230383844089786,1708466370340,AUDXOF,1.2623
288230383844089806,1708466370347,AUDXOF,0.6549
288230383844089826,1708466370439,AUDXOF,0.85619
288230383844089832,1708466370440,AUDXOF,1.2623
288230383844089590,1708466370036,AUDBMD,1.08079
288230383844089594,1708466370038,AUDBMD,0.61642
288230383844089598,1708466370039,AUDBMD,0.6549
288230383844089602,1708466370039,AUDBMD,0.85619
288230383844089608,1708466370040,AUDBMD,1.2623
288230383844089658,1708466370136,AUDBMD,1.08078
288230383844089664,1708466370139,AUDBMD,0.6549
288230383844089668,1708466370139,AUDBMD,0.85619
288230383844089674,1708466370140,AUDBMD,1.2623
288230383844089716,1708466370236,AUDBMD,1.08079
288230383844089728,1708466370239,AUDBMD,0.6549
288230383844089730,1708466370239,AUDBMD,0.8562
288230383844089734,1708466370240,AUDBMD,1.2623
288230383844089774,1708466370336,AUDBMD,1.08078
288230383844089780,1708466370339,AUDBMD,0.85619
288230383844089786,1708466370340,AUDBMD,1.2623
288230383844089806,1708466370347,AUDBMD,0.6549
288230383844089826,1708466370439,AUDBMD,0.85619
288230383844089832,1708466370440,AUDBMD,1.2623
288230383844089590,1708466370036,EURUSD,1.08079
288230383844089594,1708466370038,EURUSD,0.61642
288230383844089598,1708466370039,EURUSD,0.6549
288230383844089602,1708466370039,EURUSD,0.85619
288230383844089608,1708466370040,EURUSD,1.2623
288230383844089658,1708466370136,EURUSD,1.08078
288230383844089664,1708466370139,EURUSD,0.6549
288230383844089668,1708466370139,EURUSD,0.85619
288230383844089674,1708466370140,EURUSD,1.2623
288230383844089716,1708466370236,EURUSD,1.08079
288230383844089728,1708466370239,EURUSD,0.6549
288230383844089730,1708466370239,EURUSD,0.8562
288230383844089734,1708466370240,EURUSD,1.2623
288230383844089774,1708466370336,EURUSD,1.08078
288230383844089780,1708466370339,EURUSD,0.85619
288230383844089786,1708466370340,EURUSD,1.2623
288230383844089806,1708466370347,EURUSD,0.6549
288230383844089826,1708466370439,EURUSD,0.85619
288230383844089832,1708466370440,EURUSD,1.2623
288230383844089590,1708466370036,EURAFN,1.08079
288230383844089594,1708466370038,EURAFN,0.61642
288230383844089598,1708466370039,EURAFN,0.6549
288230383844089602,1708466370039,EURAFN,0.85619
288230383844089608,1708466370040,EURAFN,1.2623
288230383844089658,1708466370136,EURAFN,1.08078
288230383844089664,1708466370139,EURAFN,0.6549
288230383844089668,1708466370139,EURAFN,0.85619
288230383844089674,1708466370140,EURAFN,1.2623
288230383844089716,1708466370236,EURAFN,1.08079
288230383844089728,1708466370239,EURAFN,0.6549
288230383844089730,1708466370239,EURAFN,0.8562
288230383844089734,1708466370240,EURAFN,1.2623
288230383844089774,1708466370336,EURAFN,1.08078
288230383844089780,1708466370339,EURAFN,0.85619
288230383844089786,1708466370340,EURAFN,1.2623
288230383844089806,1708466370347,EURAFN,0.6549
288230383844089826,1708466370439,EURAFN,0.85619
288230383844089832,1708466370440,EURAFN,1.2623
288230383844089590,1708466370036,EURALL,1.08079
288230383844089594,1708466370038,EURALL,0.61642
288230383844089598,1708466370039,EURALL,0.6549
288230383844089602,1708466370039,EURALL,0.85619
288230383844089608,1708466370040,EURALL,1.2623
288230383844089658,1708466370136,EURALL,1.08078
288230383844089664,1708466370139,EURALL,0.6549
288230383844089668,1708466370139,EURALL,0.85619
288230383844089674,1708466370140,EURALL,1.2623
288230383844089716,1708466370236,EURALL,1.08079
288230383844089728,1708466370239,EURALL,0.6549
288230383844089730,1708466370239,EURALL,0.8562
288230383844089734,1708466370240,EURALL,1.2623
288230383844089774,1708466370336,EURALL,1.08078
288230383844089780,1708466370339,EURALL,0.85619
288230383844089786,1708466370340,EURALL,1.2623
288230383844089806,1708466370347,EURALL,0.6549
288230383844089826,1708466370439,EURALL,0.85619
288230383844089832,1708466370440,EURALL,1.2623
288230383844089590,1708466370036,EURDZD,1.08079
288230383844089594,1708466370038,EURDZD,0.61642
288230383844089598,1708466370039,EURDZD,0.6549
288230383844089602,1708466370039,EURDZD,0.85619
288230383844089608,1708466370040,EURDZD,1.2623
288230383844089658,1708466370136,EURDZD,1.08078
288230383844089664,1708466370139,EURDZD,0.6549
288230383844089668,1708466370139,EURDZD,0.85619
288230383844089674,1708466370140,EURDZD,1.2623
288230383844089716,1708466370236,EURDZD,1.08079
288230383844089728,1708466370239,EURDZD,0.6549
288230383844089730,1708466370239,EURDZD,0.8562
288230383844089734,1708466370240,EURDZD,1.2623
288230383844089774,1708466370336,EURDZD,1.08078
288230383844089780,1708466370339,EURDZD,0.85619
288230383844089786,1708466370340,EURDZD,1.2623
288230383844089806,1708466370347,EURDZD,0.6549
288230383844089826,1708466370439,EURDZD,0.85619
288230383844089832,1708466370440,EURDZD,1.2623
288230383844089590,1708466370036,EURAOA,1.08079
288230383844089594,1708466370038,EURAOA,0.61642
288230383844089598,1708466370039,EURAOA,0.6549
288230383844089602,1708466370039,EURAOA,0.85619
288230383844089608,1708466370040,EURAOA,1.2623
288230383844089658,1708466370136,EURAOA,1.08078
288230383844089664,1708466370139,EURAOA,0.6549
288230383844089668,1708466370139,EURAOA,0.85619
288230383844089674,1708466370140,EURAOA,1.2623
288230383844089716,1708466370236,EURAOA,1.08079
288230383844089728,1708466370239,EURAOA,0.6549
288230383844089730,1708466370239,EURAOA,0.8562
288230383844089734,1708466370240,EURAOA,1.2623
288230383844089774,1708466370336,EURAOA,1.08078
288230383844089780,1708466370339,EURAOA,0.85619
288230383844089786,1708466370340,EURAOA,1.2623
288230383844089806,1708466370347,EURAOA,0.6549
288230383844089826,1708466370439,EURAOA,0.85619
288230383844089832,1708466370440,EURAOA,1.2623
288230383844089590,1708466370036,EURARS,1.08079
288230383844089594,1708466370038,EURARS,0.61642
288230383844089598,1708466370039,EURARS,0.6549
288230383844089602,1708466370039,EURARS,0.85619
288230383844089608,1708466370040,EURARS,1.2623
288230383844089658,1708466370136,EURARS,1.08078
288230383844089664,1708466370139,EURARS,0.6549
288230383844089668,1708466370139,EURARS,0.85619
288230383844089674,1708466370140,EURARS,1.2623
288230383844089716,1708466370236,EURARS,1.08079
288230383844089728,1708466370239,EURARS,0.6549
288230383844089730,1708466370239,EURARS,0.8562
288230383844089734,1708466370240,EURARS,1.2623
288230383844089774,1708466370336,EURARS,1.08078
288230383844089780,1708466370339,EURARS,0.85619
288230383844089786,1708466370340,EURARS,1.2623
288230383844089806,1708466370347,EURARS,0.6549
288230383844089826,1708466370439,EURARS,0.85619
288230383844089832,1708466370440,EURARS,1.2623
288230383844089590,1708466370036,EURAMD,1.08079
288230383844089594,1708466370038,EURAMD,0.61642
288230383844089598,1708466370039,EURAMD,0.6549
288230383844089602,1708466370039,EURAMD,0.85619
288230383844089608,1708466370040,EURAMD,1.2623
288230383844089658,1708466370136,EURAMD,1.08078
288230383844089664,1708466370139,EURAMD,0.6549
288230383844089668,1708466370139,EURAMD,0.85619
288230383844089674,1708466370140,EURAMD,1.2623
288230383844089716,1708466370236,EURAMD,1.08079
288230383844089728,1708466370239,EURAMD,0.6549
288230383844089730,1708466370239,EURAMD,0.8562
288230383844089734,1708466370240,EURAMD,1.2623
288230383844089774,1708466370336,EURAMD,1.08078
288230383844089780,1708466370339,EURAMD,0.85619
288230383844089786,1708466370340,EURAMD,1.2623
288230383844089806,1708466370347,EURAMD,0.6549
288230383844089826,1708466370439,EURAMD,0.85619
288230383844089832,1708466370440,EURAMD,1.2623
288230383844089590,1708466370036,EURAWG,1.08079
288230383844089594,1708466370038,EURAWG,0.61642
288230383844089598,1708466370039,EURAWG,0.6549
288230383844089602,1708466370039,EURAWG,0.85619
288230383844089608,1708466370040,EURAWG,1.2623
288230383844089658,1708466370136,EURAWG,1.08078
288230383844089664,1708466370139,EURAWG,0.6549
288230383844089668,1708466370139,EURAWG,0.85619
288230383844089674,1708466370140,EURAWG,1.2623
288230383844089716,1708466370236,EURAWG,1.08079
288230383844089728,1708466370239,EURAWG,0.6549
288230383844089730,1708466370239,EURAWG,0.8562
288230383844089734,1708466370240,EURAWG,1.2623
288230383844089774,1708466370336,EURAWG,1.08078
288230383844089780,1708466370339,EURAWG,0.85619
288230383844089786,1708466370340,EURAWG,1.2623
288230383844089806,1708466370347,EURAWG,0.6549
288230383844089826,1708466370439,EURAWG,0.85619
288230383844089832,1708466370440,EURAWG,1.2623
288230383844089590,1708466370036,EURAZN,1.08079
288230383844089594,1708466370038,EURAZN,0.61642
288230383844089598,1708466370039,EURAZN,0.6549
288230383844089602,1708466370039,EURAZN,0.85619
288230383844089608,1708466370040,EURAZN,1.2623
288230383844089658,1708466370136,EURAZN,1.08078
288230383844089664,1708466370139,EURAZN,0.6549
288230383844089668,1708466370139,EURAZN,0.85619
288230383844089674,1708466370140,EURAZN,1.2623
288230383844089716,1708466370236,EURAZN,1.08079
288230383844089728,1708466370239,EURAZN,0.6549
288230383844089730,1708466370239,EURAZN,0.8562
288230383844089734,1708466370240,EURAZN,1.2623
288230383844089774,1708466370336,EURAZN,1.08078
288230383844089780,1708466370339,EURAZN,0.85619
288230383844089786,1708466370340,EURAZN,1.2623
288230383844089806,1708466370347,EURAZN,0.6549
288230383844089826,1708466370439,EURAZN,0.85619
288230383844089832,1708466370440,EURAZN,1.2623
288230383844089590,1708466370036,EURBSD,1.08079
288230383844089594,1708466370038,EURBSD,0.61642
288230383844089598,1708466370039,EURBSD,0.6549
288230383844089602,1708466370039,EURBSD,0.85619
288230383844089608,1708466370040,EURBSD,1.2623
288230383844089658,1708466370136,EURBSD,1.08078
288230383844089664,1708466370139,EURBSD,0.6549
288230383844089668,1708466370139,EURBSD,0.85619
288230383844089674,1708466370140,EURBSD,1.2623
288230383844089716,1708466370236,EURBSD,1.08079
288230383844089728,1708466370239,EURBSD,0.6549
288230383844089730,1708466370239,EURBSD,0.8562
288230383844089734,1708466370240,EURBSD,1.2623
288230383844089774,1708466370336,EURBSD,1.08078
288230383844089780,1708466370339,EURBSD,0.85619
288230383844089786,1708466370340,EURBSD,1.2623
288230383844089806,1708466370347,EURBSD,0.6549
288230383844089826,1708466370439,EURBSD,0.85619
288230383844089832,1708466370440,EURBSD,1.2623
288230383844089590,1708466370036,EURBHD,1.08079
288230383844089594,1708466370038,EURBHD,0.61642
288230383844089598,1708466370039,EURBHD,0.6549
288230383844089602,1708466370039,EURBHD,0.85619
288230383844089608,1708466370040,EURBHD,1.2623
288230383844089658,1708466370136,EURBHD,1.08078
288230383844089664,1708466370139,EURBHD,0.6549
288230383844089668,1708466370139,EURBHD,0.85619
288230383844089674,1708466370140,EURBHD,1.2623
288230383844089716,1708466370236,EURBHD,1.08079
288230383844089728,1708466370239,EURBHD,0.6549
288230383844089730,1708466370239,EURBHD,0.8562
288230383844089734,1708466370240,EURBHD,1.2623
288230383844089774,1708466370336,EURBHD,1.08078
288230383844089780,1708466370339,EURBHD,0.85619
288230383844089786,1708466370340,EURBHD,1.2623
288230383844089806,1708466370347,EURBHD,0.6549
288230383844089826,1708466370439,EURBHD,0.85619
